Position,Track Name,Artist,Streams,URL,Date,Region,lat,long
1,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,50956,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,1/1/2017,dk,55.670249,10.3333283
2,Ked Af Det,Gulddreng,50360,https://open.spotify.com/track/2rt7ngjBKXKufIVz2xmVMd,1/1/2017,dk,55.670249,10.3333283
3,KranAlarm,Jesu Brødre,45434,https://open.spotify.com/track/6nCNkAMUW0zmJfcN0dbx92,1/1/2017,dk,55.670249,10.3333283
4,Helwa,Gilli,44174,https://open.spotify.com/track/7uXAWHUWb9XiR7tXoLw4uD,1/1/2017,dk,55.670249,10.3333283
5,Starboy,The Weeknd,43664,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/1/2017,dk,55.670249,10.3333283
1,Reggaetón Lento (Bailemos),CNCO,6784,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,1/1/2017,bo,-17.0568696,-64.9912286
2,Otra Vez (feat. J Balvin),Zion & Lennox,5748,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,1/1/2017,bo,-17.0568696,-64.9912286
3,Chantaje,Shakira,5506,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,1/1/2017,bo,-17.0568696,-64.9912286
4,Vente Pa' Ca,Ricky Martin,4804,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,1/1/2017,bo,-17.0568696,-64.9912286
5,Traicionera,Sebastian Yatra,4780,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,1/1/2017,bo,-17.0568696,-64.9912286
1,Let Me Love You,DJ Snake,26290,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,1/1/2017,pl,52.0977181,19.0258159
2,Starboy,The Weeknd,25198,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/1/2017,pl,52.0977181,19.0258159
3,Closer,The Chainsmokers,24642,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/1/2017,pl,52.0977181,19.0258159
4,Tuesday,Burak Yeter,24630,https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR,1/1/2017,pl,52.0977181,19.0258159
5,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,23163,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,1/1/2017,pl,52.0977181,19.0258159
1,Alone,Alan Walker,12990,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,1/1/2017,at,47.2000338,13.199959
2,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,12897,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,1/1/2017,at,47.2000338,13.199959
3,Chöre,Mark Forster,10852,https://open.spotify.com/track/2nYpbaLykC2cjU8Yt5KF1v,1/1/2017,at,47.2000338,13.199959
4,Bad Ideas,Alle Farben,10837,https://open.spotify.com/track/76gwG061wqdatYhicO2hG4,1/1/2017,at,47.2000338,13.199959
5,Closer,The Chainsmokers,10317,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/1/2017,at,47.2000338,13.199959
1,Starboy,The Weeknd,15397,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/1/2017,pt,40.033265,-7.8896263
2,Let Me Love You,DJ Snake,10469,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,1/1/2017,pt,40.033265,-7.8896263
3,24K Magic,Bruno Mars,10196,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,1/1/2017,pt,40.033265,-7.8896263
4,One Dance,Drake,10105,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,1/1/2017,pt,40.033265,-7.8896263
5,Closer,The Chainsmokers,10080,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/1/2017,pt,40.033265,-7.8896263
1,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,129472,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,1/1/2017,se,59.6749712,14.5208584
2,Alone,Alan Walker,121710,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,1/1/2017,se,59.6749712,14.5208584
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,116338,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,1/1/2017,se,59.6749712,14.5208584
4,Call On Me - Ryan Riback Extended Remix,Starley,113275,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,1/1/2017,se,59.6749712,14.5208584
5,Say You Won't Let Go,James Arthur,105816,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,1/1/2017,se,59.6749712,14.5208584
1,Chantaje,Shakira,395069,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,1/1/2017,mx,22.5000485,-100.0000375
2,Reggaetón Lento (Bailemos),CNCO,336760,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,1/1/2017,mx,22.5000485,-100.0000375
3,Vente Pa' Ca,Ricky Martin,300392,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,1/1/2017,mx,22.5000485,-100.0000375
4,Safari,J Balvin,283184,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,1/1/2017,mx,22.5000485,-100.0000375
5,Otra Vez (feat. J Balvin),Zion & Lennox,254484,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,1/1/2017,mx,22.5000485,-100.0000375
1,Chantaje,Shakira,9081,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,1/1/2017,pa,8.3096067,-81.3066246
2,Otra Vez (feat. J Balvin),Zion & Lennox,8660,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,1/1/2017,pa,8.3096067,-81.3066246
3,Safari,J Balvin,8307,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,1/1/2017,pa,8.3096067,-81.3066246
4,Reggaetón Lento (Bailemos),CNCO,7811,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,1/1/2017,pa,8.3096067,-81.3066246
5,Vente Pa' Ca,Ricky Martin,7468,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,1/1/2017,pa,8.3096067,-81.3066246
1,Cuando Se Pone a Bailar,Rombai,15516,https://open.spotify.com/track/1MpKZi1zTXpERKwxmOu1PH,1/1/2017,uy,-32.8755548,-56.0201525
2,Reggaetón Lento (Bailemos),CNCO,15275,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,1/1/2017,uy,-32.8755548,-56.0201525
3,Chantaje,Shakira,15007,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,1/1/2017,uy,-32.8755548,-56.0201525
4,Vente Pa' Ca,Ricky Martin,13268,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,1/1/2017,uy,-32.8755548,-56.0201525
5,Safari,J Balvin,10784,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,1/1/2017,uy,-32.8755548,-56.0201525
1,Starboy,The Weeknd,3311,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/1/2017,is,64.9841821,-18.1059013
2,Silfurskotta,Emmsjé Gauti,2292,https://open.spotify.com/track/7LyQvc6mjRxBS5XRC0bTHV,1/1/2017,is,64.9841821,-18.1059013
3,I Feel It Coming,The Weeknd,2247,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,1/1/2017,is,64.9841821,-18.1059013
4,Let Me Love You,DJ Snake,2128,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,1/1/2017,is,64.9841821,-18.1059013
5,Reykjavík,Emmsjé Gauti,2114,https://open.spotify.com/track/4N2Xtuy20ewSeznRQcX6G4,1/1/2017,is,64.9841821,-18.1059013
1,Chantaje,Shakira,189721,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,1/1/2017,es,39.3262345,-4.8380649
2,Reggaetón Lento (Bailemos),CNCO,165291,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,1/1/2017,es,39.3262345,-4.8380649
3,Safari,J Balvin,141575,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,1/1/2017,es,39.3262345,-4.8380649
4,Vente Pa' Ca,Ricky Martin,119865,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,1/1/2017,es,39.3262345,-4.8380649
5,La Bicicleta,Carlos Vives,119181,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,1/1/2017,es,39.3262345,-4.8380649
1,Closer,The Chainsmokers,6406,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/1/2017,cz,49.8167003,15.4749544
2,Starboy,The Weeknd,6165,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/1/2017,cz,49.8167003,15.4749544
3,Let Me Love You,DJ Snake,6040,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,1/1/2017,cz,49.8167003,15.4749544
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5416,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,1/1/2017,cz,49.8167003,15.4749544
5,Don't Wanna Know,Maroon 5,4865,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,1/1/2017,cz,49.8167003,15.4749544
1,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,24914,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,1/1/2017,ie,52.865196,-7.9794599
2,Starboy,The Weeknd,20407,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/1/2017,ie,52.865196,-7.9794599
3,Say You Won't Let Go,James Arthur,18749,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,1/1/2017,ie,52.865196,-7.9794599
4,Sexual,NEIKED,18662,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,1/1/2017,ie,52.865196,-7.9794599
5,All Night,The Vamps,16781,https://open.spotify.com/track/4b4KcovePX8Ke2cLIQTLM0,1/1/2017,ie,52.865196,-7.9794599
1,Energie,Ronnie Flex,112252,https://open.spotify.com/track/1riPE3NCV1OBmSXqpYiMJY,1/1/2017,nl,52.5001698,5.7480821
2,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,106984,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,1/1/2017,nl,52.5001698,5.7480821
3,Say You Won't Let Go,James Arthur,96067,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,1/1/2017,nl,52.5001698,5.7480821
4,Het Is Een Feit,Broederliefde,91829,https://open.spotify.com/track/0iuLGMsB9xBbg5D4iabTtT,1/1/2017,nl,52.5001698,5.7480821
5,Starboy,The Weeknd,76076,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/1/2017,nl,52.5001698,5.7480821
1,Starboy,The Weeknd,2197,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/1/2017,sk,48.7411522,19.4528646
2,Closer,The Chainsmokers,1777,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/1/2017,sk,48.7411522,19.4528646
3,Let Me Love You,DJ Snake,1732,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,1/1/2017,sk,48.7411522,19.4528646
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1714,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,1/1/2017,sk,48.7411522,19.4528646
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1511,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,1/1/2017,sk,48.7411522,19.4528646
1,Otra Vez (feat. J Balvin),Zion & Lennox,38341,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,1/1/2017,co,2.8894434,-73.783892
2,Chantaje,Shakira,30797,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,1/1/2017,co,2.8894434,-73.783892
3,Safari,J Balvin,29805,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,1/1/2017,co,2.8894434,-73.783892
4,La Bicicleta,Carlos Vives,29357,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,1/1/2017,co,2.8894434,-73.783892
5,Ya No Me Duele Más,Silvestre Dangond,28921,https://open.spotify.com/track/4JnJ9ACXmtLkpH61ZvFSaM,1/1/2017,co,2.8894434,-73.783892
1,Closer,The Chainsmokers,30142,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/1/2017,sg,1.357107,103.8194992
2,Say You Won't Let Go,James Arthur,26576,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,1/1/2017,sg,1.357107,103.8194992
3,Starboy,The Weeknd,25366,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/1/2017,sg,1.357107,103.8194992
4,Let Me Love You,DJ Snake,23237,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,1/1/2017,sg,1.357107,103.8194992
5,Don't Wanna Know,Maroon 5,20348,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,1/1/2017,sg,1.357107,103.8194992
1,Closer,The Chainsmokers,45330,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/1/2017,id,-2.49579265,120.2000717
2,Say You Won't Let Go,James Arthur,40815,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,1/1/2017,id,-2.49579265,120.2000717
3,All We Know,The Chainsmokers,39557,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,1/1/2017,id,-2.49579265,120.2000717
4,Let Me Love You,DJ Snake,35205,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,1/1/2017,id,-2.49579265,120.2000717
5,Don't Wanna Know,Maroon 5,34084,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,1/1/2017,id,-2.49579265,120.2000717
1,Chantaje,Shakira,7707,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,1/1/2017,do,19.0974031,-70.3028026
2,Otra Vez (feat. J Balvin),Zion & Lennox,7267,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,1/1/2017,do,19.0974031,-70.3028026
3,Dile Que Tu Me Quieres,Ozuna,7005,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,1/1/2017,do,19.0974031,-70.3028026
4,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Farruko,6606,https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1,1/1/2017,do,19.0974031,-70.3028026
5,Dema Ga Ge Gi Go Gu,El Alfa,6313,https://open.spotify.com/track/3T0h2tXX3mQh14mse20s6M,1/1/2017,do,19.0974031,-70.3028026
1,Starboy,The Weeknd,1020,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/1/2017,lu,49.8158683,6.1296751
1,Starboy,The Weeknd,1312,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2/1/2017,lu,49.8158683,6.1296751
2,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1171,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2/1/2017,lu,49.8158683,6.1296751
3,Let Me Love You,DJ Snake,1040,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2/1/2017,lu,49.8158683,6.1296751
1,Starboy,The Weeknd,1335,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,3/1/2017,lu,49.8158683,6.1296751
1,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,272020,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,1/1/2017,gb,54.7023545,-3.2765753
2,Starboy,The Weeknd,209873,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/1/2017,gb,54.7023545,-3.2765753
3,Say You Won't Let Go,James Arthur,194633,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,1/1/2017,gb,54.7023545,-3.2765753
4,Sexual,NEIKED,184896,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,1/1/2017,gb,54.7023545,-3.2765753
5,I Would Like,Zara Larsson,182520,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,1/1/2017,gb,54.7023545,-3.2765753
1,Starboy,The Weeknd,3135625,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/1/2017,global,43.7283874,-79.34914879
2,Closer,The Chainsmokers,3015525,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/1/2017,global,43.7283874,-79.34914879
3,Let Me Love You,DJ Snake,2545384,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,1/1/2017,global,43.7283874,-79.34914879
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2356604,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,1/1/2017,global,43.7283874,-79.34914879
5,One Dance,Drake,2259887,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,1/1/2017,global,43.7283874,-79.34914879
1,Chantaje,Shakira,8745,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,1/1/2017,py,-23.3165935,-58.1693445
2,Otra Vez (feat. J Balvin),Zion & Lennox,8411,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,1/1/2017,py,-23.3165935,-58.1693445
3,Safari,J Balvin,8209,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,1/1/2017,py,-23.3165935,-58.1693445
4,Reggaetón Lento (Bailemos),CNCO,7618,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,1/1/2017,py,-23.3165935,-58.1693445
5,Vente Pa' Ca,Ricky Martin,6873,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,1/1/2017,py,-23.3165935,-58.1693445
1,Starboy,The Weeknd,107350,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/1/2017,au,-24.7761086,134.755
2,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,105111,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,1/1/2017,au,-24.7761086,134.755
3,Closer,The Chainsmokers,100617,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/1/2017,au,-24.7761086,134.755
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,88335,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,1/1/2017,au,-24.7761086,134.755
5,Call On Me - Ryan Riback Extended Remix,Starley,83729,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,1/1/2017,au,-24.7761086,134.755
1,Starboy,The Weeknd,2059,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/1/2017,lv,56.8406494,24.7537645
2,Closer,The Chainsmokers,1775,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/1/2017,lv,56.8406494,24.7537645
3,Let Me Love You,DJ Snake,1522,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,1/1/2017,lv,56.8406494,24.7537645
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1475,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,1/1/2017,lv,56.8406494,24.7537645
5,Black Beatles,Rae Sremmurd,1442,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,1/1/2017,lv,56.8406494,24.7537645
1,Starboy,The Weeknd,4209,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/1/2017,gr,38.9953683,21.9877132
2,Let Me Love You,DJ Snake,2467,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,1/1/2017,gr,38.9953683,21.9877132
3,Closer,The Chainsmokers,2450,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/1/2017,gr,38.9953683,21.9877132
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2183,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,1/1/2017,gr,38.9953683,21.9877132
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2045,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,1/1/2017,gr,38.9953683,21.9877132
1,Closer,The Chainsmokers,12831,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/1/2017,hk,22.350627,114.1849161
2,Starboy,The Weeknd,9626,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/1/2017,hk,22.350627,114.1849161
3,Let Me Love You,DJ Snake,9499,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,1/1/2017,hk,22.350627,114.1849161
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,8210,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,1/1/2017,hk,22.350627,114.1849161
5,Don't Wanna Know,Maroon 5,7606,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,1/1/2017,hk,22.350627,114.1849161
